title,chapter,paragraph,text
Ethan Frome,8,25,When Jotham comes in he tells Ethan that Zeena asked him to drive Mattie away.
Ethan Frome,8,26,Ethan says that he will be the one to drive Mattie.
Ethan Frome,8,27,When Zeena comes in she tells Mattie she's arranged for her trunk to be transported.
Ethan Frome,8,28,Mattie thanks her.
Ethan Frome,8,29,"Determined to give it another shot, Ethan decides to use Zeena's illness as an excuse to get Andrew Hale to loan him some money."
Ethan Frome,8,30,"Mrs. Hale is very sweet to him, and tells him she feels bad that he's had such a hard life."
Ethan Frome,8,31,He hadn't experienced that level of kindness in some time.
Ethan Frome,8,32,This increased his confidence in getting the loan.
Ethan Frome,8,33,But he can't go through with it.
Ethan Frome,8,34,"He sees himself as a man about to swindle two elderly people who believe in him, and then abandon a sick woman."
Ethan Frome,8,35,Ethan walks back home.
Ethan Frome,9,0,"Back in the kitchen, Ethan finds Zeena reading a book about kidney problems."
Ethan Frome,9,1,Mattie apparently is moving her trunk.
Ethan Frome,9,2,"Appalled that she is moving the heavy thing without manly aid, Ethan jumps up to go help her."
Ethan Frome,9,3,He finds her crying in her room.
Ethan Frome,9,4,She thought that Ethan wasn't going to see her off.
Ethan Frome,9,5,Zeena calls to them that it's time for Mattie to be headed on with her ride.
Ethan Frome,9,6,Ethan whispers in Mattie's ear that he plans to drive her.
Ethan Frome,9,7,"Zeena tells him he can't, and he defies her."
Ethan Frome,9,8,They fight but he has his way.
Ethan Frome,9,9,In a fury he readies the horse and hitches it to the sleigh.
Ethan Frome,9,10,Ethan finds Mattie in his study.
Ethan Frome,9,11,Zeena has gone to bed without saying a word to Mattie.
Ethan Frome,9,12,"Smiling, Ethan tells Mattie they can enjoy their drive together."
Ethan Frome,9,13,"Ethan takes the scenic route, and heads to Shadow Pond, where Ethan and Mattie had once shared a picnic lunch together."
Ethan Frome,9,14,"She had asked him to a town picnic; he had refused, but later joined her."
Ethan Frome,9,15,"They try to drink in ever moment with each other, and Ethan tries to discuss her future."
Ethan Frome,9,16,"Again, her situation is really desperate. She has no one else who loves her in the world."
Ethan Frome,9,17,"(In the early 1900s, a single woman with no money was a hard thing to be.)"
Ethan Frome,9,18,"Ethan breaks down, telling her that he had tried to find a way to run away with her but couldn't."
Ethan Frome,9,19,Mattie shows him that she found the letter he started to write to Zeena.
Ethan Frome,9,20,"Begging, Ethan asks Mattie if she would have run away with him if he'd asked her to."
Ethan Frome,9,21,"She admits she's fantasized about the very thing, almost since the first time she met him."
Ethan Frome,9,22,"Mattie asks Ethan to write to her, but he thinks writing would be a terribly poor substitute for the real thing."
Ethan Frome,9,23,He asks if she will get married.
Ethan Frome,9,24,She tells him he's the only one for her.
Ethan Frome,9,25,Soon they are near the sledding spot.
Ethan Frome,9,26,"It's dark, but they decide to take a sled before they go to the train station."
Ethan Frome,9,27,"After the successful sled, Mattie begs Ethan for another ride."
Ethan Frome,9,28,"This time, she doesn't want them to make it back up to the top of the hill."
Ethan Frome,9,29,Ethan accuses her of insanity.
Ethan Frome,9,30,She says that the real insanity will come if she is separated from Ethan.
Ethan Frome,9,31,Her sobs are intense and Ethan hold her and touches her hair.
Ethan Frome,9,32,They kiss.
Ethan Frome,9,33,The power of her suggestion to sled to the death takes him over.
Ethan Frome,9,34,His horse is crying hungrily in the distance but he beckons Mattie to the sled.
Ethan Frome,9,35,"Ethan sits in the back of the sled in the steering position, and Mattie sits in the front seat."
Ethan Frome,9,36,"Suddenly, Ethan has an idea and they switch seats."
Ethan Frome,9,37,(Now Ethan can't see to steer the sled.)
Ethan Frome,9,38,Mattie wraps her arms around him…
Ethan Frome,9,39,"Then woooooosh again, and then –"
Ethan Frome,9,40,They kiss.
Ethan Frome,9,41,And then – they crash into the big elm tree.
Ethan Frome,9,42,Ethan is trying to look at the stars.
Ethan Frome,9,43,He's suddenly very tired.
Ethan Frome,9,44,A small animal is making noise near him.
Ethan Frome,9,45,"Overwhelmed by a desire to ease the little animal's pain, he fumbles around in the snow until he feels something hair."
Ethan Frome,9,46,It's hair. Mattie's hair. He realizes that Mattie is the little animal making noise.
Ethan Frome,9,47,She says his name.
Ethan Frome,9,48,"He says her name back and tells her he though he had hit the elm, and that he needs to feed the horse…"
Ethan Frome,9,49,"(Actually, similarly to what we find at the end of the Prologue, Chapter 9 ends with an ellipsis, followed by an apostrophe, followed by forty-three ellipses. If you want to know more about this strange punctuation, visit our discussion of ""Writing Style."")"
Ethan Frome,9,50,Now on to the Epilogue.
Ethan Frome,2,0,As the youths rush out of the church basement Ethan stands back and watches.
Ethan Frome,2,1,It is a merry scene.
Ethan Frome,2,2,"He hears a woman call out to Mattie, asking her if she plans on doing a little sledding tonight."
Ethan Frome,2,3,Ethan feels his pulse suddenly race.
Ethan Frome,2,4,"Mattie declines the offer to sled, citing weather."
Ethan Frome,2,5,"Ethan is very near Mattie, though they can't see each other."
Ethan Frome,2,6,"Ethan knows Mattie will show herself soon, and that as his eyes are adjusted to the dark, he'll be able to see her clearly."
Ethan Frome,2,7,(Though she won't be able to see him.)
Ethan Frome,2,8,Shyness takes him and he hides a little more.
Ethan Frome,2,9,"Mattie's who Ethan thinks is a brighter, easier person than himself, had helped bring him out of his shell, and had helped lighten him up."
Ethan Frome,2,10,"But now Ethan feels uneasy, like back when he was in college, and ""had tried to 'jolly' the […] girls"" (2.3)."
Ethan Frome,2,11,(It's implied that Ethan wasn't too successful in his jollying.)
Ethan Frome,2,12,"Mattie, one of the last to exit the dance, looks around, maybe like she's looking for Ethan."
Ethan Frome,2,13,A man walks near her.
Ethan Frome,2,14,"The man insinuates that Mattie has been stood-up by Ethan, and says he has his dad's ""cutter"" to help rectify the situation."
Ethan Frome,2,15,He wants to use it to sled with Mattie.
Ethan Frome,2,16,Ethan is in suspense.
Ethan Frome,2,17,"Denis fetches the old cutter, but Mattie laughingly refuses his advances."
Ethan Frome,2,18,"He continues trying to persuade her, and they move beyond Ethan's range of sight and vision."
Ethan Frome,2,19,"(Finally) Ethan hears Eady drive up, and he runs to Mattie, and asks her if she thought he'd stood her up."
Ethan Frome,2,20,Mattie says she didn't; but that she thought maybe Zeena was sick.
Ethan Frome,2,21,"Ethan assures her this is not the case, and asks Mattie if she intended to walk home all by herself."
Ethan Frome,2,22,"Excitedly, she says she is not afraid of the long walk home."
Ethan Frome,2,23,Ethan asks why she didn't accept Denis' offer to drive her.
Ethan Frome,2,24,"Mattie asks how he knew about the Denis thing, laughing."
Ethan Frome,2,25,"They walk on, arm in arm, in the darkness."
Ethan Frome,2,26,Ethan desires to rub his check on Mattie's scarf.
Ethan Frome,2,27,"Instead, he asks Mattie if she'd like to make a coasting date with him."
Ethan Frome,2,28,"They decide to have a little coasting adventure the following night, provided the moon is bright."
Ethan Frome,2,29,Mattie tells Ethan that the other night Ned Hale and Ruth Varnum had almost met their deaths by accidentally crashing into an elm tree at the bottom of the slope.
Ethan Frome,2,30,"It would have been so sad, because Ned and Ruth are happy and in love."
Ethan Frome,2,31,"Ethan claims he can take that elm tree with his sled anytime, and asks if Mattie would still be afraid of the elm if he were driving the sled."
Ethan Frome,2,32,"She says she's not the fearful kind, but she says it like she doesn't care."
Ethan Frome,2,33,Mattie is a person of quickly changing moods.
Ethan Frome,2,34,"Ethan doesn't feel he has ""the right to show his feelings"" and find out hers (2.38)."
Ethan Frome,2,35,"So he's constantly trying to read every little thing she does and says to see if she likes him, and knows he likes her."
Ethan Frome,2,36,Right now he thinks she doesn't care.
Ethan Frome,2,37,When she dissed Denis Eady he felt joy.
Ethan Frome,2,38,Now he feels almost like there is no hope.
Ethan Frome,2,39,"But Ethan needs to know if she likes him, and so he tries to provoke her a little."
Ethan Frome,2,40,"He suggests that if she hadn't danced that extra dance with Denis Eady, she would have seen Ethan right away."
Ethan Frome,2,41,She doesn't try to defend herself.
Ethan Frome,2,42,He takes the more direct approach and says he imagines that the rumors are true.
Ethan Frome,2,43,She wants to know what rumors he's talking about.
Ethan Frome,2,44,"Rumors, he tells her, that she'll be leaving the Frome household soon."
Ethan Frome,2,45,"Mattie begins to freak out, and she asks Ethan if Zeena has had enough of her."
Ethan Frome,2,46,"She says she knows she's not the most excellent helper in the world, but that she could do better if Zeena would just express her needs a little more."
Ethan Frome,2,47,Mattie can tell by Zeena's face that she isn't happy with her.
Ethan Frome,2,48,She begs Ethan to tell her what Zeena needs – unless he too wants to see her gone.
