Texto,Idioma
"Chaypi Mitscha wauqenta saqerpariyta munarqa, imaraykuchus Duikqa warminta suarqa paymanta",Quechua
"Duiktaj uj ratullata puñusqanmanta rijch’arerqa, chaypitaj tapurerqa",Quechua
"Chaymantataj Mitscha orqho ukhuman yaykorqa, t’oqonta paypaj wasanpi wisq’arqa",Quechua
"orqo ukhupi puriytawantaj, orqospaj ujnin iadonta llojsimorqa.",Quechua
Ajinamantataj Mitscha qhatíy munaj wauqenta saqerqa.,Quechua
"Mitschataj jawapiña kasajtin, chayraj wauqen chay orqoj toqonta tariytawan yaykusarqa",Quechua
"Liojsinata tarejtintaj, Mitscha karupiña karqa. Unayta Duik Mitschata mana taripáy aterqachu.",Quechua
"Chaykamataj, uj punchayta, Duik q'echichista wachisninwan wañuchisarqa",Quechua
"Qechichispaj sobrinosninkutaj chaynejman chayamorqanku, Duikmantaj tapurerqanku",Quechua
Chay pampapitaj karqanku qechichispaj ayllumasisninku piskunatachus Duik wañuchinman kasqa,Quechua
"Duiktaj, chay phurusta churakuytawan, paykunawan khuska cielo pataman phawarqa",Quechua
"Qechichis ripojtinku, Duik ushqayta chay sachata wiñacherqa, cielopi jatunta wiñanankama",Quechua
Chaymantataj Duik chay jatun sach’amanta mana uraykuyta aterqachu,Quechua
"Qechichista mask’arqa, ""ichus yanapawankuman"" nispa, paykunataj ripusqankuña",Quechua
"Uj ""suchas"" nisqas pisqos chayamorqanku, manataj ni paykunapis yanapayta aterqankuchu",Quechua
"Ajinata Duik unayta chay sacha patanpi qhepakunan karqa, mana uraykuyta atispa",Quechua
Chay khurutaj yanaparqa. Duikta uraman uraykucherqa,Quechua
Chaymanta Duik aswan karuman rerqa.,Quechua
Chaypitaj uj warmiswan tinkukorqa,Quechua
"Duikqa paykunaman mikhunata qorqa, chaymanta paykunawan puñorqa",Quechua
Chay qhepantataj chay warmis ayqerikorqanku.,Quechua
"Duiktaj chaypi uj masta patapi winkukuytawan, ismukorqa, ukhuntaj qalá khuruswan suwisqa karqa",Quechua
"Wañoj wañojman tukusarqa, sajra kasqanmanta. Chay warmistaj kutimorqanku",Quechua
"kutimuytawantaj, Duikta wañusqajinata rikuspa, asipayarqanku, chaymanta yakuman wijchorqanku",Quechua
"Chay yakuman wijch’usqanmantataj Duikqa ujtawan sayarerqa, chaymanta chay warmista ""wuntutu"" jampatusman tukucherqa",Quechua
"Chaymantataj Duik uj runaspaj wasinkuman chayamorqa. Chay runastaj uj ""tipoykunata"" ruasarqanku",Quechua
"Ripusajtinkamataj, paypata llanthun kutispa ",Quechua
"Ujtawan Duikpaj llanthun tapurejtin, runas sinchita qhaparispa nerqanku",Quechua
"Ajiná payman parlasqankuta uyariytawanqa, Duik chay runasta k’usillusman tukucherqa",Quechua
Chaymantataj ujninta wañuchiytawan mikhorqa.,Quechua
"Chay qhepanta, Duik ujnin runaswanñataj tinkukorqa. ""Motakúta"" mikhusarqanku, uj rumiwan kutaspa",Quechua
"Chayta rikuspa, Duik paykunata nerqa: ""Motakúta qowaychej!"" nispa. Paykunataj ""Mana"" nerqanku. Chaymanta Duik pampapi winkukuspa ujtawan wañoj wañojman tukorqa. ",Quechua
"Chaymantataj ujllamanta kutirerqa, kutirispataj tukuy chay runastapis k’usillusman tukucherqa.",Quechua
"Chaymanta Duikpis ñawinta orqhokorqa, paykunajina, chaymantataj yakuman wijch’orqa",Quechua
chay wijch’usqan ñawintataj uj mayupi wayt’asaj runa oqoykorqa,Quechua
Anchata phiñakuspa chaymanta uj k’aspiwan chay runasta q’alata wajtararqa,Quechua
chaymantataj paykunata challwasman tukucherqa,Quechua
"Chayrayku, kunan p’unchaykunakama challwas sillp’as, ajinata qhepakorqanku yakupi wajtachikusqankumanta",Quechua
"Kunantaj Duik wauqenpaj aswan qaylianpi kasarqa, manataj taripayta aterqarajchu",Quechua
Ajinatataj Duikqa uj katariman tukuchikorqa,Quechua
"Chamane parlaypi ""Duik"" niyta munan uj laya katari mayqenchus q’omer pechoyoj montepi kausaj",Quechua
"Katariman tukuchikusqanrayku, Duik ajina sutikun kunan p’unchaykunakama.",Quechua
"chay ""warmiwarmi"" nisqa cheqataj mundoj tukukuyninpi tarikun, maypichus jallp’awan cielowan tinkunakunku",Quechua
Chay cheqapeqa cielo kicharikullantaj wisq’akullantaj.,Quechua
"Chimpaytawantaj, jaqay ladopi wauqen Mitschata tariparqaña",Quechua
"Duikqa rikorqataj Mitscha chaypi iskay warmisniyoj kasqanta, chaymanta ujnin Mitschaj warminta paywan pusakaporqa",Quechua
"Chaymanta Duikñataj wauqenmanta t’aqakorqa, mana munaspa Mitscha payta tarinanta.",Quechua
Ajina Duikpajwan Mitschajwan kausayninku.,Quechua
"Uj kuti, Bautista Saavedra provinciapi, kinsa callawaya runas Chuliina llajtamanta llojsimorqanku incienso maskaj Apolo llajtaman",Quechua
"Chontalaca nisqa cheqapitaj ujnin kaj callawaya runaqa t’aqakorqa chay iskay masisninmanta, ajinatataj payllataj kutimorqa Inciensero Yan nisqa yanninta.",Quechua
"Ñaupaj kaj punchaypitaj, tutayajtinkamaqa, chay callawayaqa sayarqa uj ch’in cheqapi, chaypi puñunanta umallikuspa",Quechua
"uj rato samarikuytawantaj, ninata jap’icherqa",Quechua
"Yaku timpojtin, callawayaqa puriymanta saykusqa uj ratota puñukojtintaj, rikhurisqa Lari-Lari nisqa pisqo",Quechua
"Uj runataj kay pisqoj takisqanta uyarispa, puñuyta munan. Ajina chay runa puñojtintaj",Quechua
"Lari-Lareqa sonqonpaj patanpi sayaspa, animunta suan, wañuchej onqoyta qospa",Quechua
Ajinata kay Lari-Lari nisqa p’isqoqa wañuchin runasta,Quechua
"Ajinatataj kay caliawayaman rikhurisqa Lari-Lari pisqo, uj chay caliawayaj munasqanpaj misk’i takinta chifiaripuspa",Quechua
"chay parlayninwantaj ""Munakuway!"" nisarqa",Quechua
"Kay callawaya runataj kikin munasqanpaj pariayninta uyarispa, ""Chimpaykamuy!"" nispa nerqa",Quechua
"chaypi sumaj peqeñayoj p’isqotaj kutichispa callawayata puñuchiyta munarqa uj wawa puñuchina takita takispa, nillarqataj",Quechua
"Munasqanpaj kunka pariayninta uyarispataj, callawayaqa q’ala llakisqa tukuy qayllayninta maskarqa",Quechua
"mana munasqanta tarispataj, tatanpaj Lari- Larimanta willasqanta yuyarerqa, chay tatantaj nerqa",Quechua
"mana ni ima umachailawasqanchejta uyarinachu, kokatataj akullinaqa mana puñunapaj",Quechua
"Chaymantataj chay tatanpaj nisqanta yuyarispa, umallikorqa imaynatachus p’isqota japíy atinanta",Quechua
chaypitaj pampapi mast’arikorqa samarikuyta munaspajina,Quechua
"chaymantataj puñoj puñojman tukuspa, nak’ay kichasqa ñawisninwan qhawaj churakorqa kay p’isqoj ruananta",Quechua
"t’impoj mankaman qayllamuspataj, mankaman nerqa",Quechua
"Pisi unaytawantaj p’isqoqa kutimorqa, kikiliantataj tapojtin manka kuticherqa",Quechua
Chaypachataj Lari-Lareqa kusisqa ñak’ayta llijrasninta kuyuykachaspa chay caliawayaman qayilarikorqa,Quechua
"sonqonpaj patanpi sayailarqataj animunta suaj, jiña callawayataj usqhayta paña makinta p’isqomanqa jaywaspa, kicharisqa makinwanqa Lari-Larita japirparqa",Quechua
"parlarqa callawayamanqa: ""Uyariy, llikitu, noqa yachani maypichus ashqa qolqe kasan",Quechua
"kachariwanki chayqa, chay cheqataqa rikuchisqayki",Quechua
"mashqatachus munasqaykita apakúy atinki."" nispa. Ilikitutaj asirispa kuticherqa",Quechua
"Chayta nispataj, ujpi phurusninta sikerparerqa, uj ch’uspanpi jallchaspataj",Quechua
aychanta kankarqa kusisqa mikhuykorqataj chay p’isqota,Quechua
chaymantataj winkurikuspa puñurikaporqa,Quechua
"Manaraj puñuy jap’erqosajtintaj, rijch’aricherqa paytaqa uj paya warmej chaka kunkan",Quechua
"kayqa chay cheqaj ""awicha"" nisqan karqa, ""awicha""taj uj laya supayqa",Quechua
Kay awichari manchachej kunkawanqa chay caliawayata rimarqa nispa,Quechua
? Imaynatá wañuchinki Achachilaj yanapantari mikhuykunkitaj imari? ,Quechua
Manataj yacharqanki Lari-Lariswan k’ita pavoswan Achachilaj uywasnin kasqankuta?,Quechua
Ruasqaykiwanqa phiñacherqankitaj kay Achachilataqa,Quechua
pay kamachillarqataj kinsa punchay pasajtin wañunaykita imaynallamantapis,Quechua
Caliawayataj chay manchachiywanqa manaña puñúy aterqachu,Quechua
"manka wasanchasqanmantari, kaytaqa jayt’aspa t’unata phirerqa.",Quechua
"Chaymanta chay awichaj parlasqanmanjinataj ruakorqa,quechua",Quechua
kinsa punchay pasajtin callawayaqa uj cheqapi puñuytawan wañusqa rikhurerqa,Quechua
