"artists","explicit","genre","lyric","lyric_provider","musixmatch_rating","rank","title"
"PIPE BUENO",0.0,"Latin","Ay ay ay 
Pipe Bueno 

Se que muy probablemente 
Te mal entendido y no fue mi culpa 
Si de mi se trata, suelo ser así 
Que puedo hacer, que puedo hacer 
Que puedo hacer 

Comprendo que en este momento 
Ni me quieres ver, pero entiéndeme 
Que ha sido mucho tiempo en el que yo calle 
Discúlpame, me ilusione, me ilusione 

Por eso te voy a llamar 
Por que te quiero, yo te quiero, yo te quiero 
Y antes que el ego, el corazón esta primero 
Y no me importa ya, si no me quieres más 

Y no puedo disimular 
Por que te amo, yo te amo y es sincero 
Y que me toque arrodillarme, es lo de menos 
Ya sabes la verdad, que tu eres mi verdad 
Dame un oportunidad

Nuca fue parte del plan, sentirme ajeno a ti 
De mi corazón me queda la mitad, pues 
La otra te la di, no hay nada que hablar me conoces demás 
No me voy a rendir no no 

No me duele la amistad que sientes hacía a mi 
No sirve de nada ser tu confidente y a la vez fingir 
Que no me interesas, por que no me besas 
Te quiero sentir 

Por eso te voy a llamar 
Por que te quiero, yo te quiero, yo te quiero 
Y antes que el ego, el corazón esta primero 
Y no me importa ya, si no me quieres más 

Y no puedo disimular 
Por que te amo, yo te amo y es sincero 
Y que me toque arrodillarme es lo de menos 
Ya sabes la verdad, que tu eres mi verdad 
Dame un oportunidad

Mi amor 
Mamacita 
Esto es 
Pipe Bueno

","MusicMatch",16.0,1025,"CONFESION"
"T3R ELEMENTO",0.0,"","Empecé a salir hacia adelante 
Y la envidia despertó
Se picó y quiso un día tumbarme
Parece que les dolió
Hoy que le va bien al muchacho
Me señalan sin razón
Como ya no me ven pa'bajo 
Eso ya no les gustó

Decidí ponerme al volante 
Pisé el acelerador
Hubo quienes pidieron raite 
Cuando el éxito llegó
Nomás porque ando alivianado
Y la vida me sonrió
Ahora salieron los amigos 
Que hasta parientes ya son

Empecé andar en boca de todos 
Que la suerte me cambió
Unos dicen que le hice de un modo
Y otros que alguien me ayudo
De seguro anda en malos pasos 
En eso si les falló
Ya déjense de andar hablando 
El trabajo lo hice yo

Hoy me toca disfrutar la vida 
La tristeza ya pasó
Me gusta brindar con los míos 
Pa' alegrarme el corazón
A una cervecita bien fría 
Nunca le digo que no
Esas cosas no tienen precio 
Son los lujos que me doy

Aquí andaremos siempre mi gente 
Ya me pasó a retirar
Me salieron unos pendientes 
Y los tengo que arreglar
Aquí tienen a un buen amigo 
Si ustedes también lo son
Tal vez yo no seré muy fino 
Pero corriente no soy

","MusicMatch",28.0,1026,"EN BOCA DE TODOS"
"BANDA MS",0.0,"Latin","Otra discusión, y tú gritaste más fuerte
Yo no pude hablar, no me dejaste defenderme
Me tiraste con todo lo que estuvo a tu alcance
Me dijiste tonterías
Y mis lágrimas, rodaron
Yo por darte lo mejor, es lo que gano

Pero un día me iré, y tendrás que conformarte con la nada
Atravesaré tú alma con mi espada
Mi espada de olvido, mi espada de olvido
Te hundiré, como tú me estas hundiendo en el olvido
Y en verano te vas a morir de frío
Y en tu cumpleaños, mi olvido será ""tu regalo""

Pero un día me iré, y tendrás que conformarte con la nada
Atravesaré tú alma con mi espada
Mi espada de olvido, mi espada de olvido
Te hundiré, como tú me estas hundiendo en el olvido
Y en verano te vas a morir de frío
Y en tu cumpleaños, mi olvido será ""tu regalo""

","MusicMatch",19.0,1027,"MI OLVIDO"
"J BALVIN",0.0,"","Colores
Yeah
J Balvin, man
Leggo, leggo

A quién le mientes si en tu soledad
Quieres verme otra vez
Por ti respondo lo que tú me das
Lo que nadie sabe

Me decido por ti, te decides por mí
A la misma hora
Me dan ganas de ti, te dan ganas de mí
A la misma hora

Te quiero sentir aquí
Me dan ganas de ti, te dan ganas de mí
A la misma hora

Tres y cuatro de la mañana
Ven, mata estas ganas
Vamos a llegarle a mi cama
Que todo lo he ignorado por ti
Todo ha sido por ti
Mi cuerpo sin saber te llama

Y estas no son horas de llamar
Pero es que el deseo siempre puede más
Podemos pelearnos y hasta alejarnos
Pero cuando llega la hora

Me decido por ti, te decides por mí
A la misma hora
Me dan ganas de ti, te dan ganas de mí
A la misma hora

Te quiero sentir aquí
Me dan ganas de ti, te dan ganas de mí
A la misma hora

Tratan y se caen de la mata
Quieren comprarte siempre con plata
Pero ese tesoro tiene pirata
Me voy a toda por ti

Tratan y se caen de la mata
Quieren comprarte siempre con plata
Pero ese tesoro tiene pirata
Yo doy la vida por ti

Me decido por ti, te decides por mí
A la misma hora
Me dan ganas de ti, te dan ganas de mí
A la misma hora

Te quiero sentir aquí
Me dan ganas de ti, te dan ganas de mí
A la misma hora

Taiko
J Balvin man
Colores
Yeah
Tú sabes lo que yo hago por ti

","MusicMatch",69.0,1028,"ROJO"
"LOS ALEGRES DE LA SIERRA",0.0,"Latin / Regional Mexicano","Qué cara estoy pagando
El haber traicionado
El amor que me daba
Por una locura
Que estupido fui

Ella fue una aventura
Tan solo un pasa tiempo
Con arrepentimientos sinceros hoy vengo
A pedirte perdón
De rodillas te pido te ruego te digo

Que regreses con migo que no te olvidado
Que te extrañan mis manos que muero de ganas
Por volverte a besar
En las noches despierto gritando tu nombre

Y me lleno de miedo al pensar que a otro hombre
Le estarás entregando tus besos tu cuerpo
No quiero ni pensar
De rodillas te pido

Ella fue una aventura
Tan solo un pasatiempo
Con arrepentimientos sinceros hoy vengo
A pedirte perdón

De rodillas te pido te ruego te digo
Que regreses conmigo que no te olvidado
Que te extrañan mis manos que muero de ganas
Por volverte a besar

En las noches despierto gritando tu nombre
Y me lleno de miedo al pensar que a otro hombre
Le estarás entregando tus besos tu cuerpo
No quiero ni pensar, de rodillas te pido

","MusicMatch",17.0,1029,"DE RODILLAS TE PIDO"
"LALO MORA",0.0,"Latin / Regional Mexicano","De tanto andar por la vida
Hijo de mi corazón
Me están pesando los años
El cuaco se me canso
Tal vez se acerque el momento
Que habré de decirte adiós

Cuando ya no este contigo
Quien tus mejillas besó
El que a veces te abrasaba
Y a veces te regañó
Recuerda que fue tu padre
El hombre que más te amó

Si un día recuerdas al viejo
Que se preocupo por ti
Si del quisieras un beso
Y ya no me encuentre aquí
A tu madre pídele uno
De tantos que yo le di

(Joven hijo mío, si usted quiere un beso
o un abrazo de su papá, pídeselo a su mamita,
su mamita tiene muchos, de los que yo le di)

Mira por donde caminas
Que no resbale tu pie
Procura seguir mis pasos
Donde firme caminé
Y evita topar con piedras
Con las que yo tropecé

Cuando extrañes a tu padre
Que al cielo se fue con dios
Y quisieras abrasarlo
Y demostrarle tu amor
Los besos que des a tu hijo
Allá los recibo yo

Si un día recuerdas al viejo
Que se preocupo por ti
Si del quisieras un beso
Y ya no me encuentre aquí
A tu madre pídele uno
De tantos que yo le di.

","MusicMatch",18.0,1030,"EL HOMBRE QUE MAS TE AMO"
"MAXIMO GRADO","","","","",1.0,1031,"PASO A PASITO"
"LOS TIGRES DEL NORTE",0.0,"Latin / Regional Mexicano","¿Por qué voy a llorar cuando te vayas?
Si alguna vez tenía que terminar
Este cariño ardiente como el fuego
Si sé que el fuego, se tienen que apagar

¿Por qué voy a llorar cuando te alejes?
Y digas que ya no regresaras
Es cierto que me duele que me dejes
Pero como otras veces, ya se me pasará
¿Por qué voy a llorar por tu abandono?
Si ni parientes somos
Lo mismo a mí me da

Si antes que tú ya había tenido otros amores
Que en su momento quise tanto como a ti
Cuando alguien muere siempre se le mandan flores
Y tú ni flores vas a recibir de mí

¿Por qué voy a llorar cuando te alejes
Y digas que ya no regresarás?
Es cierto que me duele que me dejes
Pero como otras veces, ya se me pasará
¿Por qué voy a llorar por tu abandono?
Si ni parientes somos
Lo mismo a mí me da

Si antes que tú ya había tenido otros amores
Que en su momento quise tanto como a ti
Cuando alguien muere siempre se le mandan flores
Y tú ni flores vas a recibir de mí

","MusicMatch",23.0,1032,"NI PARIENTES SOMOS"
"GRUPO MOJADO","","Holiday","En ves de ponerte pensar en él 
En ves de que vivas llorando por él 

En ves de ponerte pensar en él 
En ves de que vivas llorando por él 

Piensa en mí, llora por mí 
Llámame a mí, no no le hables a él 
Piensa en mí, llora por mí 
Llámame a mí, no no le hables a él, a él 
No llores por él

Recuerda que hace mucho tiempo te amo 
Te amo te amo, oh, oh 
Quiero hacerte muy, muy feliz 
Vamos a tomar el primer avión 
Con destino a la felicidad 
La felicidad para mi eres tú 

Piensa en mí, llora por mí 
Llámame a mí, no no le hables a él 
Piensa en mí, llora por mí 
Llámame a mí, no no le hables a él, a él 
No llores por él

Recuerda que hace mucho tiempo te amo 
Te amo te amo oh, oh 
Quiero hacerte muy, muy feliz 
Vamos a tomar el primer avión 
Con destino a la felicidad 
La felicidad para mi eres tu 

Piensa en mi, llora por mi 
Llámame a mí, no no le hables a él 
Piensa en mi, llora por mi 
Llámame a mí, no no le hables a él, a él 
No llores por él 

Piensa en mi, llora por mi 
Llámame a mí, no no le hables a él 
Piensa en mi, llora por mi 
Llámame a mí, no no le hables a él, a él 
No llores por él

","Google",20.0,1033,"PIENSA EN MI"
"ALFREDO OLIVAS",0.0,"Latin / Regional Mexicano","Tu que ya das por hecho que hemos terminado 
No tienes derecho pero sin embargo 
Quieres divulgarlo 
Y ese es El Problema 

Tu das por terminadas conversaciones 
Que aún no se concluye también eso influye 
En este disturbio 
Y ese es El Problema 

No me cambies de tema sabes que El Problema 
No solo es mío es de los dos 
Y repercute mas en ti 

Y mientras tu te ocupas 
De delegar culpas 
Yo me preocupo por ser feliz 
Deberías de aprender a mi

El Problema es que cuentas al revés 
Y ensucias mi nombre una y otra vez 
Y esa estúpidez a mi moral la pone en duda 
No te quedes muda sabes que es la verdad 

Y es que no es tanto ese El Problema 
Me viene y me va ser el malo del tema 
Lo que me da rabia es que yo si aprendí a quererte 
Mas no lo suficiente como para rogar 

Como para rogar

Esto ya hasta mi madre le está preocupando 
Así que por lo tanto yo me voy 
Pa' que ahora si hables con razón 

Y como tanto te urge terminar conmigo 
Por eso el motivo de mi desición 
Te repito la explicación

El Problema es que cuentas al revés 
Y ensucias mi nombre una y otra vez 
Y esa estúpidez a mi moral la pone en duda 
No te quedes muda sabes que es la verdad 

Y es que no es tanto ese El Problema 
Me viene y me va ser el malo del tema 
Lo que me da rabia es que yo si aprendí a quererte 
Mas no lo suficiente como para rogar 

Como para aguantar

","MusicMatch",21.0,1034,"EL PROBLEMA"
"SAUL EL JAGUAR",0.0,"Latin / Regional Mexicano","Diga 
En que puedo ayudarla 
Si son las tres de la mañana 
Y mi mujer esta en la cama 
Creo 
Que esta equivocada 
Le suplico me disculpe 
Porque a quien amo esta en mi almohada 

Todo lo que me ha contado de verdad lo entiendo 
Ojala que encuentre al hombre que me esta diciendo 

Es numero equivocado 
Yo le aseguro ante dios 
El hombre que usted describe 
Le juro que no soy yo 
Es numero equivocado 
Discúlpeme por favor 
La dirección es correcta 
Pero el numero interior 
No es el mismo señora 
Porque ese hombre murió 
Aquella noche que usted 
El corazon le partió 

Oiga 
Ya no me moleste mas 
De nuevo es de madrugada 
Ya no voy a contestar 

Todo lo que me ha contado de verdad lo entiendo 
Ojala que encuentre al hombre que me esta diciendo 

Es numero equivocado 
Yo le aseguro ante dios 
El hombre que usted describe 
Le juro que no soy yo 
Es numero equivocado 
Discúlpeme por favor 
La dirección es correcta 
Pero el numero interior 
No es el mismo señora 
Porque ese hombre murió 
Aquella noche que usted 
El corazon le partió

","MusicMatch",12.0,1035,"NUMERO EQUIVOCADO"
"PEPE GOMEZ JR Y SU GRUPO UNION 82","","","","",1.0,1036,"MUJER DE MIEL"
"EL BEBETO",0.0,"Latin / Regional Mexicano","Ya me dijeron
Que estas hablando mal de mi y que te burlas
Porque según ya lo notaste que te ruego vaya que imaginación
Ahora resulta

No te confundas
Yo no camino para atrás como cangrejo
Ya te conozco y se que no vales ni un peso y de personas como tu
Ya no me dejo

No te creas tan importante
Ya no te pienso todo el día como antes
Se me cerraron las heridas con alcohol
Y ni borracho volvería a buscarte, porque ya no siento amor

No te creas tan importante
Ya soy feliz no tengo tiempo para odiarte
Ya no te extraño pues sin ti estoy mejor
No ande diciendo que me muero por mirarte eso ya se termino
No te creas tan importante
Hay te encargo por favor

Ya me contaron
Que si te encuentro en la calle es coincidencia
No te saludo y eso es lo que te duele algo quieres tu de mi ya me di cuenta

No te confundas
Yo no camino para atrás como cangrejo
Ya te conozco y se que no vales ni un peso y de personas como tu
Ya no me dejo

No te creas tan importante
Ya no te pienso todo el día como antes
Se me cerraron las heridas con alcohol
Y ni borracho volvería a buscarte, porque ya no siento amor

No te creas tan importante
Ya soy feliz no tengo tiempo para odiarte
Ya no te extraño pues sin ti estoy mejor
No ande diciendo que me muero por mirarte eso ya se termino
No te creas tan importante
Hay te encargo por favor

","MusicMatch",18.0,1037,"NO TE CREAS TAN IMPORTANTE"
"BANDABUCANERA","","","","","",1038,"LLEGASTE A MI VIDA"
"ALFREDO OLIVAS","","","La sigo y me sigue 
Le gusto y me gusta 
Y si se diera algo 
La idea no me disgusta 
La pienso tratar 
Y ella está consiente 
Tampoco le soy 
Tan indiferente 
Y de esto algo bueno 
Tiene que salir

Yo un poco soltero 
Ella sin compromiso 
Yo como sea me escapo 
Y ella no pide permiso 
Yo con mi sarcasmo 
Ella sus indirectas 
Yo perfeccionista 
Ella tan perfecta 
Yo con mi parece 
Ella a su según 
Tenemos tanto en común 

Y eso se agradece 
Porque como quiera 
No cualquiera quiere 
Y si ella quisiera 
Me daría el avión 
Pero a lo contrario 
No ha salido un no 
De su vocabulario

Y eso es necesario 
Porque se de varios 
Que por más que quieren 
Se quedan queriendo 
Y voy a intentarlo 
No pasa que quede 
Solo en el intento 
No pasa de eso 
Voy por Todo O Nada 
Voy por Todo O Nada 
Ya puedes considerarte 
Avisada

La espero y me espera 
Y ya es tanta la espera 
Que espero que no empiece 
A desesperarse 
Le he guardado un beso 
Y pase lo que pase 
Va a llegar a ella 
Después del largo viaje 
Que ya hemos pasado 
Para coincidir 
Y lo vuelvo a repetir

Y eso se agradece 
Porque como quiera 
No cualquiera quiere 
Y si ella quisiera 
Me daría el avión 
Pero a lo contrario 
No ha salido un no 
De su vocabulario

Y eso es necesario 
Porque se de varios 
Que por más que quieren 
Se quedan queriendo 
Y voy a intentarlo 
No pasa que quede 
Solo en el intento 
No pasa de eso 
Voy por Todo O Nada 
Voy por Todo O Nada 
Ya puedes considerarte 
Ocupada

","Google","",1039,"LA SIGO Y ME SIGUE"
"NELSON KANZELA","","","","",17.0,1040,"FIN DE SEMANA"
"BANDA EL RECODO",0.0,"Latin / Regional Mexicano","Pena tras pena
Las que destrozan mi vida

Pena tras pena
Las que destrozan mi vida

Cómo lastiman a mi pobre corazón
Triste y cansado, solo esperaré la muerte
Porque no quiero ni a la vida sin tu amor

Diosito santo, qué feo me sabe 
La miel amarga de su traición
Pero la quiero con toda el alma
¿Cómo arrancarla de mi corazón?

Me voy muy lejos, pongo tierra de por medio
Pues si me quedo, tú me vas a ver llorar
Triste y cansado, solo esperaré la muerte
Porque no quiero ni a la vida sin tu amor

Diosito santo, qué feo me sabe 
La miel amarga de su traición
Pero la quiero con toda el alma
¿Cómo arrancarla de mi corazón?

","MusicMatch",23.0,1041,"PENA TRAS PENA"
"EDWIN LUNA Y LA TRAKALOSA DE MONTERREY",0.0,"Latin / Regional Mexicano","Y vamos a echarnos otra rolita mi compa
Y esto es Edwin Luna y la Trakalosa de Monterrey...

Un aplauso para ellas las que tienen tanto pretendiente
Y aun así le son fieles a un hombre que nunca se doblan
Por más que las tienten.
Otr aplauso pa las viejas

Que trabajan son independientes
Y no le andan pidiendo billete a nadie en la casa
Porque solas pueden.

Un aplauso para esas mujeres que aguantan dolor
Para darnos la vida
Que se quitan el pan de para boca para alimentarnos
Y siempre nos cuidan
Un aplauso pa' esas viejas
Que son fuertes, valientes y bellas
No hay mejor cosa en la tierra
Que tener el amor de una de ellas.

Esto va para todas las mujeres fregonas
De mi México lindo y el mundo chiquititas...

Un aplauso para ellas que enamoran con sus sentimientos
Y no ocupan de una falda corta para conseguir un amor verdadero.

Un aplauso para esas mujeres que aguantan dolor
Que se quitan el pan de para boca para alimentarnos
Y siempre nos cuidan
Un aplauso pa' esas viejas
Que son fuertes, valientes y bellas
No hay mejor cosa en la tierra
Que tener el amor de una de ellas.

Un aplauso para esas mujeres que aguantan dolor
Para darnos la vida
Que se quitan el pan de para boca para alimentarnos
Y siempre nos cuidan
Un aplauso pa' esas viejas
Que son fuertes, valientes y bellas
No hay mejor cosa en la tierra
Que tener el amor de una de ellas.

","MusicMatch",21.0,1042,"UN APLAUSO"
