N°,artists,explicit,genre,lyric,musixmatch_rating,rank,title,Violencia verbal,Violencia Física,Violencia Psicológica,Violencia Sexual,VIolencia Económica,Violencia Simbólica,Apto para niñxs,clase,Observacion
305,LIRICOS JR,0.0,Latin,"Yo soy el que provoca
Que tu te pongas loca
Si toco tu cintura
Tu pierdes la cordura

Yo soy el que provoca
Que tu te pongas loca
Si toco tu cintura
Tu pierdes la cordura

Conozco el punto exacto
Donde estalla tu cuerpo
Yo te quito el deseo
Y el es un caballero

Ni siquiera en sus sueños
Ha visto tu mirada
Pidiendo más
Pidiendo más

Apuesto a que ignora
Lo que a ti te gusta hacer
...


 ",10.0,259,BESOS CLANDESTINOS,0,0,0,0,0,0,0,0,
306,"YURIDIA, RIO ROMA, LA ADICTIVA BANDA SAN JOSE DE MESILLAS",0.0,Latin / Regional Mexicano,"¡Qué ironía!
Que a mí me esté pasando esto
Me vuelves a lastimar
Y yo te sigo queriendo

Pero así es la vida
A veces nos llega una persona
Que nos besa y nos tiene
Que nos toca y nos mueve

Y nos hace, cómo quiere

Yo te prefiero a ti, a ti, a ti
Sobre todas las cosas
Amo tenerte aquí, aquí, aquí
Aunque sea unas horas

Yo te prefiero a ti, a ti, a ti
Aunque te desapareces
...


 ",28.0,260,YO TE PREFIERO A TI,0,0,0,0,0,0,0,0,
307,LOS INQUIETOS DEL NORTE,,Latin / Regional Mexicano,,22.0,261,NACI PARA SER FELIZ,0,0,0,0,0,0,0,0,
308,BXS,0.0,Music,"Cuando escucho un mariachi
Me aviento un tequila
Y me acuerdo de allá

La frontera no es mía
Pero si el recuerdo
Y él se puede cruzar

Vive en mi memoria
Esos ríos y cantos
Un pedazo de pan

Inmigrante no hay llanto
...


 ",12.0,262,TAN LEJOS,0,0,0,0,0,0,0,0,
309,PANCHO URESTI FT. BETO VEGA,0.0,,"Empecé con carencias mi vida
Levantarme no me ha sido fácil
Batallé pa' ayudar a mi familia
Pa' poderlos sacar adelante
Pero tengo el apoyo moral
Lo más importante

Nunca le tuve miedo al fracaso
Caminando subí paso a paso
Los consejos de gente importante
Agradezco lo que me enseñaron
Gracias a Dios la sabiduría me lleva del brazo
La riqueza da poder al rico
...


 ",13.0,263,EL RANGO MAS ALTO,0,0,0,0,0,0,0,0,
310,RAYITO COLOMBIANO,0.0,Music,"Sí, era bella
Sí, era muy bella
Como una rosa
Como una estrella
Como una hoja mecida en el aire de la primavera

Sí (sí), era bella (bella)
Sí (sí), era muy bella (bella)
Y era orgullosa
Como una hiedra
Y me fingía un amor que jamás lo sentía de veras
Solo quería sentirse halagada y oír que era bella

Bella (Bella)
Insoportablemente
Bella, bella
Bella (Bella)
Inaguantablemente
...


 ",21.0,264,INSOPORTABLEMENTE BELLA,0,0,0,0,0,0,0,0,
311,JUAN SALAZAR,0.0,,"He buscado mil maneras
De llenar el vacío
Que dejaste en mi alma cuando te perdí
Te he buscado en tantos besos
He destrozado corazones
Pero siempre regresa este deseo de ti

Tantas, tantas, tantas mujeres
Y ninguna se parece a ti
Y aunque en todas te busco
Con ninguna siento lo que contigo sentí

Tantas, tantas mujeres
...


 ",10.0,265,TANTAS MUJERES,0,0,0,0,0,0,0,0,
312,PANCHO URESTI,0.0,Latin / Regional Mexicano,"Eres cosa del pasado, un sol que se ha apagado
Una nube que paso
Eres ya noticia vieja
De ti ya nada me interesa
Ni siquiera tu perdón

Eres ya moda pasada
Una anécdota borrada
Una sombra sin pared
Eres rosa que no espina
Lo mejor que hubo en tu vida, te lo acabas de perder

...


 ",14.0,266,LA DESCONOCIDA,0,0,0,0,0,0,0,0,
313,LA IMPONENTE VIENTOS DE JALISCO,,Latin,,16.0,267,A MI ESTILO,0,0,0,0,0,0,0,0,
314,LOS INQUIETOS DEL NORTE,0.0,Latin,"Deja a un lado tus mentiras
Y regresa conmigo
Sé muy bien que me amas
Igual que yo

Haz a un lado tus caprichos
Tus estupidos prejuicios
Que nos han alejado
Mutilado nuestro amor

Por el bien de los dos
Regresa conmigo
Perdón si te lo pido
Ya habíamos dicho que no

...


 ",23.0,268,UNA VEZ MAS,0,0,0,0,0,0,0,0,
315,LOS HURACANES DEL NORTE,0.0,Latin / Regional Mexicano,"Y que suene bonito esa guitarra, mi Chuy

Vivo pensando en tus ojos
Deseando tus labios y vengo a decírtelo
Quiero que sepas que te amo
Que llevo grabado tu nombre en el corazón

Muchas veces he callado
Me quedo trabado, sin poder decírtelo
Pero ahora vengo borracho, me siento más macho
Vengo a confesártelo

...


 ",23.0,269,ROSA DE CASTILLA,0,0,0,0,0,0,0,0,
316,EL YAKI,,,,,270,Y ME LA VUELVES HACER,0,0,0,0,0,0,0,0,
317,"ADRIEL FAVELA, CODIGO FN",0.0,Latin / Regional Mexicano,"Huevos son los que sobran, pa' salir adelante
Ah, como he batallado, ya ni pa' que quejarme
Hoy todo se nos dio, bendito sea mi Dios
Arriba de un Rolls-Royce, sereno así soy yo

En playas de Miami, en chinga los jet ski
A veces en los antros o en el Miami Beach
El sol, arena y mar, es el Miami Vibe
Festín que agarró viada

Hasta la luna y sin escala no paramos
Mi equipo sabe que aquí estamos al vergazo
Saben, por feria no frenamos
Gracias a Dios que está llegando
...


 ",18.0,271,MIAMI VIBE,0,0,0,0,0,0,0,0,
318,ELIDIAN,,,,10.0,272,HAGAMOS COSAS MALAS,0,0,0,0,0,0,0,0,
319,"LA VENTAJA, ALFREDO OLIVAS",0.0,,"Dicen que vivo a mi modo
Y que no encajo con todos
Y qué importa, si yo me mando solo

Que soy un atrabancado
Que me enfiesto y me relajo
Y qué importa, si a nadie pido fiado

No hay perjudicados, y a como lo gasto, gano
Lo que piense el mundo a mí me tiene sin cuidado

Porque pienso diferente
No me traga mucha gente
Yo defiendo lo que me pertenece

...


 ",32.0,273,LOS INADAPTADOS,0,0,0,0,0,0,0,0,
320,KIKIN Y LOS ASTROS,0.0,Music,"Pa' que duela menos
Para verla doble
Pa' que se me entuma el corazón y se acalambre la razón
Voy a entrarle duro desde ahora al alcohol

Pa' que se me olvide lo que mide y lo que pesa
Hoy voy a olvidarme de lo bien que besa
¿Qué le hace? que de cruda
Me reviente la cabeza

Voy a retomar la borrachera por su culpa
Voy a saborearme gota a gota mi tristeza
...


 ",1.0,274,RETOMAR LA BORRACHERA,0,0,0,0,0,0,0,0,
321,PEPE AGUILAR,0.0,,"Quiero estar cerquita de ti todo el tiempo
Pues ya no te puedo dejar de pensar
En verdad por ti muchas cosas siento
Vivo soñando en poderte enamorar

Eres tú el mas bello de mis tormentos
Tentación que no puedo disimular
En el amor no me gusta hacerle al cuento
Y mi cariño yo te juro es de verdad

Eres tú la morra que yo quiero,
Conste que te vi primero pido mano y tú las traes
Eres tan bonita que me muero,
...


 ",27.0,276,POR EL RUIDO Y POR LA LATA,0,0,0,0,0,0,0,0,
322,EL YAKI,,,,,277,NOMAS ESTE REY,0,0,0,0,0,0,0,0,
323,DUELO,0.0,,"Ella tiene magia entre sus manos
Es tan bella y si desea
En un tronar de dedos
Con uno de sus besos
Te lleva a las estrellas

Ella es honesta y es sincera
Las mentiras las detesta
Y si promete amarte
Te cumple cada sueño
Sin que digas lo que piensas

Y cuando la lastimas
Te hace pagar muy caro
Pero en el fondo sabes que se vale
Porque ella solo se merece cosas buenas
...


 ",21.0,278,PARA CREAR UN SOÑADOR,0,0,0,0,0,0,0,0,
324,NATTI NATASHA,0.0,Latin / Latin Urban,"Puedo ser bendición (O-on)
Puedo ser maldición (O-on)
Todo depende de cómo me trates
El infierno reside en mis labios, dime si quieres probar
Si con fuego tú quieres jugar, pues yo te puedo enseñar

Pa' mala yo
Pa' mala yo
Pa' mala yo
Pa' mala yo

Escucha, muñeco
Todo' mis movimiento' te tienen desinquieto
Seducirte no es un reto
No, no, no, no

Y no es secreto
El que no sea que este sola, la aquieto
...


 ",27.0,279,PA MALA YO,0,0,0,0,0,0,0,0,
325,PAOLA PRECIADO,,,,1.0,280,AL MODO,0,0,0,0,0,0,0,0,
326,"BANDA SELECTIVA DE ANGEL ROMERO, AHIJADOS DEL RANCHO Y ARTISTAS INVITADOS",,,,1.0,281,NO PIERDAS LA FE,0,0,0,0,0,0,0,0,
327,ADAL LORETO,0.0,Latin,"Enterate, que te he sacado de mi vida
Enterate, que ya cerre viejas heridas
Aquellas que dejaste en mi corazon

Enterate, que un nuevo amor cayó del cielo
...


 ",9.0,282,ENTERATE,0,0,0,0,0,0,0,0,
328,LA LEYENDA,,,,,283,DERECHOS RESERVADOS,0,0,0,0,1,0,0,1,
329,BANDA LA EJECUTIVA,,,,,284,EL DIA QUE ME FUI,0,0,0,0,0,0,0,0,
330,LA FIRMA,0.0,Latin / Regional Mexicano,"Una mirada de esas que pesan
De las que te hacen perder la cabeza
El brillo infinito que hay en tus ojos
Despiertan mis ganas y me vuelvo loco

Tú me pones muy mal.

Tú me provocas con solo mirarme
Pronto me enciendo y ya quiero besarte
Tus ojos me hablan te escucho clarito
Ven hazme el amor porque te necesito

...


 ",19.0,285,DEMASIADO AMOR,0,0,0,0,0,0,0,0,
331,BANDA LA MISMA TIERRA,0.0,Latin / Regional Mexicano,"Que buen regalo me ha dado la vida
Al conocerte
Seguramente algo hice bien
Para merecerte
Tú ocupaste el lugar vacío de mi lado izquierdo
Las piezas rotas de mi corazón
Lograste unirlas gracias a tu amor

Y es aquí donde yo me quiero quedar
Toda mi vida vivirla contigo
Ser yo el motivo de tu suspirar
Y así decirte al oído
Que como tú no existe nadie mas
...


 ",18.0,286,CONTIGO SIEMPRE ESTARÉ,0,0,0,0,0,0,0,0,
332,CLAUDIO ALCARAZ,0.0,Pop,"Me cuesta mucho
Decirle al mundo
Que no te amo

Que no me duele
Que otra persona
Te haga feliz

Que ya entendí
De alguna forma
Que eres ajena

Y que este infierno
Que estoy viviendo
No es por ti
...


 ",16.0,287,NADIE ME CREE,0,0,0,0,0,0,0,0,
333,NETO BERNAL,0.0,Latin / Regional Mexicano,"Si quieres
Me estoy contigo
Toda la vida
Hasta que muera
Si quieres
Puedo ayudarte
A que me quieras
A que me quieras
Un poco más

Yo me estaría
Toda la vida
Siempre contigo
No creas mi vida
...


 ",16.0,288,SI QUIERES,0,0,0,0,0,0,0,0,
334,"DANNA PAOLA, SEBASTIAN YATRA",0.0,,"Volver al pasado no tiene mucho sentido
No sé qué ha pasado, esto nunca lo había sentido
Tú estás a mi lado y me olvido que estoy con él
Siento mil cosas en la piel, yo sé que nunca ha sido infiel

No bailes sola
No te arriesgues sola
Déjate amar
Que nos llegó la hora

No bailo sola
Ya nunca bailo sola
Te quiero besar
Intentémoslo ahora

Sigues con ese bobo al lado que no suelta el teléfono
Que se queda sentado, pero linda, conmigo no
Conmigo, tú sabes cómo son las cosas
Parece una estrella, parece famosa

No tiene idea de lo que puede perder (No, no, oh)
...


 ",77.0,289,NO BAILES SOLA,0,0,0,0,0,0,0,0,
335,DADDY YANKEE,0.0,Latin / Latin Urban,"(Wep, wep, wep, wep)
(Wep, wep, wep, wep) D-D-D-D-Y
Play N' Skillz
Run!

¿Cómo te llamas, baby?
Desde que te vi supe que eras pa' mí
Dile a tus amigas que andamo' ready
Esto lo seguimo' en el after party

¿Cómo te llamas, baby?
Desde que te vi supe que eras pa' mí
Dile a tus amigas que andamo' ready (¡Sube!)
Esto lo seguimo' en el after party

Con calma, yo quiero ver cómo ella lo menea
Mueve ese poom-poom, girl
Es un asesina, cuando baila quiere que to' el mundo la vea
I like your poom-poom, girl (Sube, sube)

Con calma, yo quiero ver cómo ella lo menea
Mueve ese poom-poom, girl
Tiene adrenalina, en medio 'e la pista, vente, hazme lo que sea
I like your poom-poom, girl (¡Hey!)

Ya vi que estás solita, acompáñame
La noche es de nosotros, tú lo sabe' (You know)
Que ganas me dan-dan-dan
De guayarte, mami, ese ram-pam-pam, yeah

Esa criminal como lo mueve e' un delito (Oh)
...


 ",71.0,290,CON CALMA,0,0,0,0,0,1,0,1,
336,LA BANDONONONA RANCHO VIEJO,,,,,291,A 140,0,0,0,0,0,1,0,1,
337,TINY Y KHEA,,,,,292,ELLA DICE,0,0,0,0,0,1,0,1,
338,RAYITO COLOMBIANO,0.0,Latin,"Insaciables
Imparables tú y yo

Solo me pasa contigo
Cuando me pierdo en tus brazos
Cuando me hablas al oído
Y con mis labios te callo

Solo me pasa contigo
Cuando me haces como quieres
Cuando nos desvestimos
Lentamente con los dientes

Cuando vas de arriba abajo, con ternura
Entre rápido y despacio qué ricura
Y al sentir cada rincón de tu hermosura
Siento que voy y regreso a la luna

...


 ",20.0,293,INSACIABLES,0,0,0,0,0,1,0,1,
339,LOS NUEVOS ILEGALES,0.0,Latin / Regional Mexicano,"Dicen de mi
Que el dinero me ha cambiado
Y eso es malo
Considero que es mas gacho andar hablando
De la gente que sabes que te ha ayudado
Yo no olvido al que ami me echo la mano

Que les diré
Estoy joven pero también bien curtido
Bien consiente siempre estoy de lo que digo
Y si hay alguien que se sienta aquí ofendido
Invitados están a agarrar camino

Quieren que me porte bien
Con los que un día me humillaron
Tantas cosas me aguante
Pero todo ya ha cambiado
Amistades suelen ser
...


 ",16.0,294,DICEN DE MI,0,0,0,0,0,0,0,0,
340,ULISES CHAIDEZ,0.0,,"Ya no brillan las estrellas en mi cielo
Ya la luna llora triste igual que yo
Desde el día en que te fuiste, vida mía
La alegría que había en mí se terminó

Ya las flores del jardín se marchitaron
Ya los pájaron no cantan, se han callado
De mis ojos brota el llanto y más no aguanto
De mis ojos brota el llanto y más no aguanto
Qué tristeza siento aquí en mi corazón

...


 ",24.0,295,DILE LUNA,0,0,0,0,0,0,0,0,
341,GRUPO FIRME,0.0,Latin / Regional Mexicano,"Pídeme si quieres que no me equivoque
Pídeme los días de cada semana
Pídeme silencio que no me hace falta
Lo único que quiero es que nunca te vayas

Pídeme la luna para ir por ella
O tal vez prefieras la rosa más bella
Pide lo que quieras pero no me pidas
Que yo me olvide de ti

Pídeme el regalo más caro del mundo
Yo sé que tal vez esto te suene absurdo
Pero no me pidas cosas imposibles
Como olvidarme de ti

...


 ",20.0,296,PIDEME,0,0,0,0,0,0,0,0,
342,LOS SOCIOS DEL RITMO FT. SAMO,0.0,,"Yo no olvido al año viejo
Porque me ha dejado cosas muy buenas
¡Ay! Yo no olvido no, al año viejo
Porque me ha dejado cosas muy buenas

(Me dejó una chiva, una burra negra)
(Una yegua blanca y una buena suegra)
¡Ay! Me dejó una chivita, una burra muy negrita
Una yegua muy blanquita y una buena suegra
(Me dejó una chiva, una burra negra)
(Una yegua blanca y una buena suegra)

¡Ay! Me dejó, me dejó
Me dejó, me dejó cosas buenas
Cosas muy bonitas
...


 ",1.0,297,EL AÑO VIEJO,0,0,0,0,0,0,0,0,
343,BANDA MS,0.0,Music,"¿Quién pierde más? ¿Tú o yo?
¿Quién pierde más con este adiós?

Te quieres ir pues según tú
No cumplo tus expectativas
Mas no has pensado si me voy
Cómo sería tu vida

Que no te suene a amenaza
Es obvio que puedes irte
Si algo de ti me ha gustado es que siempre has sido libre
Solo te pido que frenes
Que pienses mejor las cosas
...


 ",1.0,298,QUIEN PIERDE MAS,0,0,0,0,0,0,0,0,
344,IMPERIO CALAVERA,0.0,Latin,"Yo sí me vi contigo y quise enamorarte,
Cómo algo tan bonito pudo lastimarme...
Yo sí le echaba ganas pero no se me noto,
Un poco de interés, parecias la buena y otra vez me equivoqué
Te pareces tanto a la que yo miré en mis sueños.
...


 ",7.0,299,TE PARECES TANTO,0,0,0,0,0,0,0,0,
345,BANDA LA EJECUTIVA,,,,,300,POR SI ME EXTRAÑAS,0,0,0,0,0,0,0,0,
346,BANDA CUISILLOS,0.0,Latin,"Quedarse callada
También es respuesta
Es una señal de que algo anda mal
Es como decir que te quieres marchar
Con tu comportamiento
Me estás poniendo a pensar

Se me está llendo de las manos tu cariño
Yo quiero rescatarlo
Y tú lo estás hundiendo

Estás haciendo todo bien
Para que todo salga mal
...


 ",20.0,301,ESTAS HACIENDO TODO BIEN,0,0,0,0,0,0,0,0,
347,LOS TUCANES DE TIJUANA,0.0,,"Yo soy ranchero, soy el number one

Yo soy ranchero, ranchero y medio
Hablo a mi modo, es con estilo
Con las mujeres soy caballero
Y con la raza soy buen amigo
Conozco todo menos el miedo
Cuando nací ya lo habian repartido

Yo soy ranchero, eso es muy cierto
Humildemente, muy orgulloso
Yo soy de botas y de sombrero
Soy de a caballo, trocas y motos
Me gusta todo, todo lo bueno
...


 ",24.0,302,RANCHERO Y MEDIO,0,0,0,0,0,0,0,0,
348,CRECER GERMAN,0.0,Latin / Regional Mexicano,"No soy nadie
Para venir a decirte si es lo correcto
Para tratar de dirigir tus sentimientos
Y que al final terminarás perdiendo el tiempo

En tu cara
Se nota a leguas que solo eres una niña
Ya nos miraron, preguntaron tus amigas
""¿Quién es él que siempre te espera a la salida?""

Y es que parece que te gusta andar jugando
Conmigo a las escondidas

Voy a ser directo
Yo no te convengo corazón
...


 ",21.0,303,NO SOY NADIE,0,0,0,0,0,0,0,0,
349,LA ORIGINAL BANDA EL LIMON,0.0,Latin,"Me dijistes que en tu vida...
Yo avia sido una locura...
Y que tu me olvidarias...
Con la mano en lasintura...
Que mejor aga de cuenta...
Que aqui no a pasado nada...
Y que no te dirigiera...
Y que no te dirijiera...
Ni si quiera la mirada...
Y que paso...
Pues que se te olvido...
Apoco lla volvistes...
No te cumplio...
Lo que te prometio...
Ese con quien te fuistes...
Como dijistes...
Que yo no valia nada...
Es poreso que me estrana...
Mirarte llegar muy triste...
Se que as llorado...
Tu lugar a mi lado...
Lo tenias separado...
...


 ",11.0,304,LO TIENES QUE SABER,0,0,0,0,0,0,0,0,
350,LUIS ANTONIO LOPEZ EL MIMOSO,0.0,Latin,"Dime para que quieres saber algo de mi
Si no sientes nada
Si nunca me quisiste
Dime para que andas preguntando como estoy
Si tú sabes bien
Todo lo que me hiciste

Es obvio que la estoy pasando mal
O cómo quieres que este
Después de lastimarme
Después de hacer pedazos
La promesa que hiciste de estar siempre juntos por toda la vida

...


 ",21.0,305,COMO QUIERES QUE ESTE,0,0,0,0,0,0,0,0,
351,MARCO ANTONIO SOLIS,0.0,Latin,"Qué grande es mi razón de estar contigo
Y cuanta falta le haces a este corazón
Que me hace sentir lo que hoy te pido
Regresa, mi amor, regresa conmigo

Yo te necesito
A cada momento solo pienso en ti
Lo digo y lo grito
Tan solo eres tú lo que me hace feliz

Yo te necesito
Amor como este he sentido jamás
Te espera tu nido
Mi vida es vacía si tú aquí no estás

Y no estás conmigo
Me duele decirlo
Desde hace unos días
...


 ",26.0,306,YO TE NECESITO,0,0,0,1,0,0,1,1,
352,JORGE MEDINA,0.0,,"Si en serio te preocupa cómo estoy
No vuelvas a buscarme
No vuelvas a escribir, no insistas en llamar
Y estaré mejor

Si crees que el saludarnos me hace bien
Estás muy mal
Pretendo aparentar que estoy al 100
Y estoy fatal

De ti no quiero ni los buenos días
Después de tu traición creí que lo sabrías
Te encanta ser el centro de atención
Es neta que no tienes corazón
...


 ",20.0,307,PERSONA TOXICA,1,0,1,0,0,0,0,1,
353,LOS HURACANES DEL NORTE,0.0,Latin / Regional Mexicano,"Yo nací Con El Alma Bohemia
Son mis vicios mujeres y vino
El alcohol ya lo traigo en las venas
Son las hembras todo mi delirio

Los amores
Me causan las penas
Las botellas
Me traen el alivio

Yo me paso la vida tomando
Con amigos y música alegre
Y aunque algunos critican lo que hago
Solo vivo y disfruto el presente

Del pasado
¿Pa' que lamentarnos?
...


 ",20.0,308,CON EL ALMA BOHEMIA,0,0,0,0,0,0,0,0,
354,GERARDO ORTIZ,0.0,,"Otra borrachera más
¿Pa' qué me hago tonto si no he podido olvidarte?
Es que tu recuerdo me lo encuentro en todas partes
¿Cómo le hago pa' olvidarte y de mi vida alejarte?

Tal vez a ti te da igual
Anoche tomando, te llamé para escucharte
Y tú me colgaste y más me llegó el coraje
Te empeñas en ignorarme, ¿qué ganas con lastimarme?

...


 ",22.0,309,OTRA BORRACHERA,0,0,1,0,0,1,0,1,
355,PANCHO URESTI,,Latin / Regional Mexicano,,15.0,310,DOLORES EN EL BURRO,,,,,,,,0,
356,JENNI RIVERA,1.0,,"Engañémoslo, porque se lo merece
Porque él me engaño mil veces
Jamás me tuvo piedad

Esta invitación que te hago yo
Es para que aprenda
A respetar mi amor

Engañémoslo, démosle una lección
Se la merece el cualquiera
Pa' que sepa, qué se siente que te apunten con el dedo
Engañémoslo esta noche, la venganza es lo que quiero

Engañémoslo, me regalo para ti
...


 ",27.0,311,ENGAÑEMOSLO,0,0,0,1,0,0,0,1,
